move_key,name_en,name_es,pokemon_id,pokemon_name_en,pokemon_name_es,form_name_en,form_name_es,is_in_move_pool,is_observed_in_sets
aerial_ace,Aerial Ace,Golpe Aéreo,157,Typhlosion,Typhlosion,,,1,0
aerial_ace,Aerial Ace,Golpe Aéreo,160,Feraligatr,Feraligatr,,,1,0
aerial_ace,Aerial Ace,Golpe Aéreo,212,Scizor,Scizor,,,1,0
aerial_ace,Aerial Ace,Golpe Aéreo,214,Heracross,Heracross,,,1,0
aerial_ace,Aerial Ace,Golpe Aéreo,227,Skarmory,Skarmory,,,1,0
aerial_ace,Aerial Ace,Golpe Aéreo,248,Tyranitar,Tyranitar,,,1,0
aerial_ace,Aerial Ace,Golpe Aéreo,279,Pelipper,Pelipper,,,1,0
aerial_ace,Aerial Ace,Golpe Aéreo,302,Sableye,Sableye,,,1,0
aerial_ace,Aerial Ace,Golpe Aéreo,308,Medicham,Medicham,,,1,0
aerial_ace,Aerial Ace,Golpe Aéreo,334,Altaria,Altaria,,,1,0
aerial_ace,Aerial Ace,Golpe Aéreo,359,Absol,Absol,,,1,0
aerial_ace,Aerial Ace,Golpe Aéreo,392,Infernape,Infernape,,,1,0
aerial_ace,Aerial Ace,Golpe Aéreo,395,Empoleon,Empoleon,,,1,0
aerial_ace,Aerial Ace,Golpe Aéreo,445,Garchomp,Garchomp,,,1,0
aerial_ace,Aerial Ace,Golpe Aéreo,448,Lucario,Lucario,,,1,0
aerial_ace,Aerial Ace,Golpe Aéreo,454,Toxicroak,Toxicroak,,,1,0
aerial_ace,Aerial Ace,Golpe Aéreo,461,Weavile,Weavile,,,1,0
aerial_ace,Aerial Ace,Golpe Aéreo,470,Leafeon,Leafeon,,,1,0
aerial_ace,Aerial Ace,Golpe Aéreo,472,Gliscor,Gliscor,,,1,0
aerial_ace,Aerial Ace,Golpe Aéreo,475,Gallade,Gallade,,,1,0
aerial_ace,Aerial Ace,Golpe Aéreo,497,Serperior,Serperior,,,1,0
aerial_ace,Aerial Ace,Golpe Aéreo,503,Samurott,Samurott,,,1,0
aerial_ace,Aerial Ace,Golpe Aéreo,530,Excadrill,Excadrill,,,1,0
aerial_ace,Aerial Ace,Golpe Aéreo,553,Krookodile,Krookodile,,,1,0
aerial_ace,Aerial Ace,Golpe Aéreo,571,Zoroark,Zoroark,,,1,0
aerial_ace,Aerial Ace,Golpe Aéreo,614,Beartic,Beartic,,,1,0
aerial_ace,Aerial Ace,Golpe Aéreo,652,Chesnaught,Chesnaught,,,1,0
aerial_ace,Aerial Ace,Golpe Aéreo,658,Greninja,Greninja,,,1,0
aerial_ace,Aerial Ace,Golpe Aéreo,663,Talonflame,Talonflame,,,1,0
aerial_ace,Aerial Ace,Golpe Aéreo,681,Aegislash,Aegislash,,,1,0
aerial_ace,Aerial Ace,Golpe Aéreo,701,Hawlucha,Hawlucha,,,1,0
aerial_ace,Aerial Ace,Golpe Aéreo,715,Noivern,Noivern,,,1,0
aerial_ace,Aerial Ace,Golpe Aéreo,724,Decidueye,Decidueye,,,1,0
aerial_ace,Aerial Ace,Golpe Aéreo,727,Incineroar,Incineroar,,,1,0
aerial_ace,Aerial Ace,Golpe Aéreo,733,Toucannon,Toucannon,,,1,0
aerial_ace,Aerial Ace,Golpe Aéreo,784,Kommo-o,Kommo-o,,,1,0
aerial_ace,Aerial Ace,Golpe Aéreo,823,Corviknight,Corviknight,,,1,0
aerial_ace,Aerial Ace,Golpe Aéreo,841,Flapple,Flapple,,,1,0
aerial_ace,Aerial Ace,Golpe Aéreo,900,Kleavor,Kleavor,,,1,0
aerial_ace,Aerial Ace,Golpe Aéreo,903,Sneasler,Sneasler,,,1,0
aerial_ace,Aerial Ace,Golpe Aéreo,908,Meowscarada,Meowscarada,,,1,0
aerial_ace,Aerial Ace,Golpe Aéreo,914,Quaquaval,Quaquaval,,,1,0
aerial_ace,Aerial Ace,Golpe Aéreo,925,Maushold,Maushold,,,1,0
aerial_ace,Aerial Ace,Golpe Aéreo,956,Espathra,Espathra,,,1,0
aerial_ace,Aerial Ace,Golpe Aéreo,983,Kingambit,Kingambit,,,1,0
aerial_ace,Aerial Ace,Golpe Aéreo,10230,Arcanine,Arcanine,Hisuian Arcanine,Hisuian Arcanine,1,0
aerial_ace,Aerial Ace,Golpe Aéreo,10233,Typhlosion,Typhlosion,Hisuian Typhlosion,Hisuian Typhlosion,1,0
aerial_ace,Aerial Ace,Golpe Aéreo,10236,Samurott,Samurott,Hisuian Samurott,Hisuian Samurott,1,0
aerial_ace,Aerial Ace,Golpe Aéreo,10239,Zoroark,Zoroark,Hisuian Zoroark,Hisuian Zoroark,1,0
aerial_ace,Aerial Ace,Golpe Aéreo,10244,Decidueye,Decidueye,Hisuian Decidueye,Hisuian Decidueye,1,0
after_you,After You,Cede Paso,36,Clefable,Clefable,,,1,0
after_you,After You,Cede Paso,181,Ampharos,Ampharos,,,1,0
after_you,After You,Cede Paso,428,Lopunny,Lopunny,,,1,0
after_you,After You,Cede Paso,531,Audino,Audino,,,1,0
after_you,After You,Cede Paso,683,Aromatisse,Aromatisse,,,1,0
after_you,After You,Cede Paso,685,Slurpuff,Slurpuff,,,1,0
after_you,After You,Cede Paso,765,Oranguru,Oranguru,,,1,0
after_you,After You,Cede Paso,858,Hatterene,Hatterene,,,1,0
after_you,After You,Cede Paso,866,Mr. Rime,Mr. Rime,,,1,0
after_you,After You,Cede Paso,925,Maushold,Maushold,,,1,0
agility,Agility,Agilidad,15,Beedrill,Beedrill,,,1,0
agility,Agility,Agilidad,18,Pidgeot,Pidgeot,,,1,0
agility,Agility,Agilidad,25,Pikachu,Pikachu,,,1,0
agility,Agility,Agilidad,26,Raichu,Raichu,,,1,1
agility,Agility,Agilidad,38,Ninetales,Ninetales,,,1,0
agility,Agility,Agilidad,59,Arcanine,Arcanine,,,1,0
agility,Agility,Agilidad,121,Starmie,Starmie,,,1,0
agility,Agility,Agilidad,135,Jolteon,Jolteon,,,1,0
agility,Agility,Agilidad,142,Aerodactyl,Aerodactyl,,,1,0
agility,Agility,Agilidad,149,Dragonite,Dragonite,,,1,0
agility,Agility,Agilidad,160,Feraligatr,Feraligatr,,,1,0
agility,Agility,Agilidad,168,Ariados,Ariados,,,1,0
agility,Agility,Agilidad,181,Ampharos,Ampharos,,,1,0
agility,Agility,Agilidad,212,Scizor,Scizor,,,1,0
agility,Agility,Agilidad,227,Skarmory,Skarmory,,,1,0
agility,Agility,Agilidad,279,Pelipper,Pelipper,,,1,0
agility,Agility,Agilidad,308,Medicham,Medicham,,,1,0
agility,Agility,Agilidad,310,Manectric,Manectric,,,1,0
agility,Agility,Agilidad,319,Sharpedo,Sharpedo,,,1,0
agility,Agility,Agilidad,334,Altaria,Altaria,,,1,0
agility,Agility,Agilidad,392,Infernape,Infernape,,,1,0
agility,Agility,Agilidad,395,Empoleon,Empoleon,,,1,0
agility,Agility,Agilidad,405,Luxray,Luxray,,,1,0
agility,Agility,Agilidad,428,Lopunny,Lopunny,,,1,0
agility,Agility,Agilidad,448,Lucario,Lucario,,,1,0
agility,Agility,Agilidad,461,Weavile,Weavile,,,1,0
agility,Agility,Agilidad,472,Gliscor,Gliscor,,,1,0
agility,Agility,Agilidad,475,Gallade,Gallade,,,1,0
agility,Agility,Agilidad,571,Zoroark,Zoroark,,,1,0
agility,Agility,Agilidad,587,Emolga,Emolga,,,1,0
agility,Agility,Agilidad,655,Delphox,Delphox,,,1,0
agility,Agility,Agilidad,660,Diggersby,Diggersby,,,1,0
agility,Agility,Agilidad,663,Talonflame,Talonflame,,,1,0
agility,Agility,Agilidad,695,Heliolisk,Heliolisk,,,1,0
agility,Agility,Agilidad,701,Hawlucha,Hawlucha,,,1,0
agility,Agility,Agilidad,702,Dedenne,Dedenne,,,1,0
agility,Agility,Agilidad,715,Noivern,Noivern,,,1,0
agility,Agility,Agilidad,745,Lycanroc,Lycanroc,,,1,0
agility,Agility,Agilidad,758,Salazzle,Salazzle,,,1,0
agility,Agility,Agilidad,823,Corviknight,Corviknight,,,1,0
agility,Agility,Agilidad,858,Hatterene,Hatterene,,,1,0
agility,Agility,Agilidad,877,Morpeko,Morpeko,,,1,0
agility,Agility,Agilidad,887,Dragapult,Dragapult,,,1,0
agility,Agility,Agilidad,899,Wyrdeer,Wyrdeer,,,1,0
agility,Agility,Agilidad,900,Kleavor,Kleavor,,,1,0
agility,Agility,Agilidad,902,Basculegion,Basculegion,Basculegion-M,Basculegion-M,1,0
agility,Agility,Agilidad,903,Sneasler,Sneasler,,,1,0
agility,Agility,Agilidad,908,Meowscarada,Meowscarada,,,1,0
agility,Agility,Agilidad,914,Quaquaval,Quaquaval,,,1,0
agility,Agility,Agilidad,925,Maushold,Maushold,,,1,0
agility,Agility,Agilidad,956,Espathra,Espathra,,,1,0
agility,Agility,Agilidad,964,Palafin,Palafin,,,1,0
agility,Agility,Agilidad,981,Farigiraf,Farigiraf,,,1,0
agility,Agility,Agilidad,10100,Raichu,Raichu,Alolan Raichu,Alolan Raichu,1,0
agility,Agility,Agilidad,10104,Ninetales,Ninetales,Alolan Ninetales,Alolan Ninetales,1,0
agility,Agility,Agilidad,10230,Arcanine,Arcanine,Hisuian Arcanine,Hisuian Arcanine,1,0
agility,Agility,Agilidad,10239,Zoroark,Zoroark,Hisuian Zoroark,Hisuian Zoroark,1,0
agility,Agility,Agilidad,10902,Basculegion,Basculegion,Basculegion-F,Basculegion-F,1,0
air_cutter,Air Cutter,Aire Afilado,6,Charizard,Charizard,,,1,0
air_cutter,Air Cutter,Aire Afilado,15,Beedrill,Beedrill,,,1,0
air_cutter,Air Cutter,Aire Afilado,149,Dragonite,Dragonite,,,1,0
air_cutter,Air Cutter,Aire Afilado,212,Scizor,Scizor,,,1,0
air_cutter,Air Cutter,Aire Afilado,227,Skarmory,Skarmory,,,1,0
air_cutter,Air Cutter,Aire Afilado,279,Pelipper,Pelipper,,,1,0
air_cutter,Air Cutter,Aire Afilado,395,Empoleon,Empoleon,,,1,0
air_cutter,Air Cutter,Aire Afilado,637,Volcarona,Volcarona,,,1,0
air_cutter,Air Cutter,Aire Afilado,663,Talonflame,Talonflame,,,1,0
air_cutter,Air Cutter,Aire Afilado,666,Vivillon,Vivillon,,,1,0
air_cutter,Air Cutter,Aire Afilado,715,Noivern,Noivern,,,1,0
air_cutter,Air Cutter,Aire Afilado,724,Decidueye,Decidueye,,,1,0
air_cutter,Air Cutter,Aire Afilado,733,Toucannon,Toucannon,,,1,0
air_cutter,Air Cutter,Aire Afilado,823,Corviknight,Corviknight,,,1,0
air_cutter,Air Cutter,Aire Afilado,900,Kleavor,Kleavor,,,1,0
air_cutter,Air Cutter,Aire Afilado,914,Quaquaval,Quaquaval,,,1,0
air_cutter,Air Cutter,Aire Afilado,10244,Decidueye,Decidueye,Hisuian Decidueye,Hisuian Decidueye,1,0
air_slash,Air Slash,Tajo Aéreo,6,Charizard,Charizard,,,1,1
air_slash,Air Slash,Tajo Aéreo,18,Pidgeot,Pidgeot,,,1,1
air_slash,Air Slash,Tajo Aéreo,36,Clefable,Clefable,,,1,0
air_slash,Air Slash,Tajo Aéreo,149,Dragonite,Dragonite,,,1,0
air_slash,Air Slash,Tajo Aéreo,212,Scizor,Scizor,,,1,0
air_slash,Air Slash,Tajo Aéreo,227,Skarmory,Skarmory,,,1,0
air_slash,Air Slash,Tajo Aéreo,279,Pelipper,Pelipper,,,1,0
air_slash,Air Slash,Tajo Aéreo,359,Absol,Absol,,,1,0
air_slash,Air Slash,Tajo Aéreo,395,Empoleon,Empoleon,,,1,0
air_slash,Air Slash,Tajo Aéreo,475,Gallade,Gallade,,,1,0
air_slash,Air Slash,Tajo Aéreo,503,Samurott,Samurott,,,1,1
air_slash,Air Slash,Tajo Aéreo,587,Emolga,Emolga,,,1,1
air_slash,Air Slash,Tajo Aéreo,637,Volcarona,Volcarona,,,1,0
air_slash,Air Slash,Tajo Aéreo,663,Talonflame,Talonflame,,,1,0
air_slash,Air Slash,Tajo Aéreo,666,Vivillon,Vivillon,,,1,0
air_slash,Air Slash,Tajo Aéreo,681,Aegislash,Aegislash,,,1,0
air_slash,Air Slash,Tajo Aéreo,701,Hawlucha,Hawlucha,,,1,0
air_slash,Air Slash,Tajo Aéreo,715,Noivern,Noivern,,,1,0
air_slash,Air Slash,Tajo Aéreo,724,Decidueye,Decidueye,,,1,0
air_slash,Air Slash,Tajo Aéreo,733,Toucannon,Toucannon,,,1,0
air_slash,Air Slash,Tajo Aéreo,823,Corviknight,Corviknight,,,1,0
air_slash,Air Slash,Tajo Aéreo,841,Flapple,Flapple,,,1,0
air_slash,Air Slash,Tajo Aéreo,900,Kleavor,Kleavor,,,1,0
air_slash,Air Slash,Tajo Aéreo,914,Quaquaval,Quaquaval,,,1,0
air_slash,Air Slash,Tajo Aéreo,983,Kingambit,Kingambit,,,1,0
air_slash,Air Slash,Tajo Aéreo,10011,Rotom,Rotom,Fan Rotom,Fan Rotom,1,1
air_slash,Air Slash,Tajo Aéreo,10236,Samurott,Samurott,Hisuian Samurott,Hisuian Samurott,1,0
air_slash,Air Slash,Tajo Aéreo,10244,Decidueye,Decidueye,Hisuian Decidueye,Hisuian Decidueye,1,0
alluring_voice,Alluring Voice,Canto Encantador,25,Pikachu,Pikachu,,,1,0
alluring_voice,Alluring Voice,Canto Encantador,26,Raichu,Raichu,,,1,0
alluring_voice,Alluring Voice,Canto Encantador,36,Clefable,Clefable,,,1,0
alluring_voice,Alluring Voice,Canto Encantador,134,Vaporeon,Vaporeon,,,1,0
alluring_voice,Alluring Voice,Canto Encantador,135,Jolteon,Jolteon,,,1,0
alluring_voice,Alluring Voice,Canto Encantador,136,Flareon,Flareon,,,1,0
alluring_voice,Alluring Voice,Canto Encantador,184,Azumarill,Azumarill,,,1,0
alluring_voice,Alluring Voice,Canto Encantador,196,Espeon,Espeon,,,1,0
alluring_voice,Alluring Voice,Canto Encantador,197,Umbreon,Umbreon,,,1,0
alluring_voice,Alluring Voice,Canto Encantador,282,Gardevoir,Gardevoir,,,1,0
alluring_voice,Alluring Voice,Canto Encantador,334,Altaria,Altaria,,,1,0
alluring_voice,Alluring Voice,Canto Encantador,350,Milotic,Milotic,,,1,0
alluring_voice,Alluring Voice,Canto Encantador,470,Leafeon,Leafeon,,,1,0
alluring_voice,Alluring Voice,Canto Encantador,471,Glaceon,Glaceon,,,1,0
alluring_voice,Alluring Voice,Canto Encantador,475,Gallade,Gallade,,,1,0
alluring_voice,Alluring Voice,Canto Encantador,670,Floette,Floette,,,1,0
alluring_voice,Alluring Voice,Canto Encantador,671,Florges,Florges,,,1,0
alluring_voice,Alluring Voice,Canto Encantador,678,Meowstic,Meowstic,Meowstic-M,Meowstic-M,1,0
alluring_voice,Alluring Voice,Canto Encantador,683,Aromatisse,Aromatisse,,,1,0
alluring_voice,Alluring Voice,Canto Encantador,700,Sylveon,Sylveon,,,1,0
alluring_voice,Alluring Voice,Canto Encantador,730,Primarina,Primarina,,,1,0
alluring_voice,Alluring Voice,Canto Encantador,869,Alcremie,Alcremie,,,1,0
alluring_voice,Alluring Voice,Canto Encantador,911,Skeledirge,Skeledirge,,,1,0
alluring_voice,Alluring Voice,Canto Encantador,10100,Raichu,Raichu,Alolan Raichu,Alolan Raichu,1,0
alluring_voice,Alluring Voice,Canto Encantador,10678,Meowstic,Meowstic,Meowstic-F,Meowstic-F,1,0
ally_switch,Ally Switch,Cambio de Banda,65,Alakazam,Alakazam,,,1,0
ally_switch,Ally Switch,Cambio de Banda,121,Starmie,Starmie,,,1,0
ally_switch,Ally Switch,Cambio de Banda,358,Chimecho,Chimecho,,,1,0
ally_switch,Ally Switch,Cambio de Banda,442,Spiritomb,Spiritomb,,,1,0
ally_switch,Ally Switch,Cambio de Banda,531,Audino,Audino,,,1,1
ally_switch,Ally Switch,Cambio de Banda,563,Cofagrigus,Cofagrigus,,,1,1
ally_switch,Ally Switch,Cambio de Banda,579,Reuniclus,Reuniclus,,,1,0
ally_switch,Ally Switch,Cambio de Banda,584,Vanilluxe,Vanilluxe,,,1,0
ally_switch,Ally Switch,Cambio de Banda,683,Aromatisse,Aromatisse,,,1,0
ally_switch,Ally Switch,Cambio de Banda,695,Heliolisk,Heliolisk,,,1,0
ally_switch,Ally Switch,Cambio de Banda,709,Trevenant,Trevenant,,,1,0
ally_switch,Ally Switch,Cambio de Banda,711,Gourgeist,Gourgeist,,,1,0
ally_switch,Ally Switch,Cambio de Banda,855,Polteageist,Polteageist,,,1,0
ally_switch,Ally Switch,Cambio de Banda,866,Mr. Rime,Mr. Rime,,,1,0
ally_switch,Ally Switch,Cambio de Banda,867,Runerigus,Runerigus,,,1,0
ally_switch,Ally Switch,Cambio de Banda,908,Meowscarada,Meowscarada,,,1,0
ally_switch,Ally Switch,Cambio de Banda,936,Armarouge,Armarouge,,,1,0
ally_switch,Ally Switch,Cambio de Banda,937,Ceruledge,Ceruledge,,,1,0
ally_switch,Ally Switch,Cambio de Banda,956,Espathra,Espathra,,,1,0
ally_switch,Ally Switch,Cambio de Banda,981,Farigiraf,Farigiraf,,,1,0
amnesia,Amnesia,Amnesia,3,Venusaur,Venusaur,,,1,0
amnesia,Amnesia,Amnesia,36,Clefable,Clefable,,,1,1
amnesia,Amnesia,Amnesia,80,Slowbro,Slowbro,,,1,0
amnesia,Amnesia,Amnesia,143,Snorlax,Snorlax,,,1,0
amnesia,Amnesia,Amnesia,184,Azumarill,Azumarill,,,1,0
amnesia,Amnesia,Amnesia,186,Politoed,Politoed,,,1,0
amnesia,Amnesia,Amnesia,199,Slowking,Slowking,,,1,0
amnesia,Amnesia,Amnesia,323,Camerupt,Camerupt,,,1,0
amnesia,Amnesia,Amnesia,324,Torkoal,Torkoal,,,1,0
amnesia,Amnesia,Amnesia,351,Castform,Castform,,,1,0
amnesia,Amnesia,Amnesia,389,Torterra,Torterra,,,1,0
amnesia,Amnesia,Amnesia,450,Hippowdon,Hippowdon,,,1,0
amnesia,Amnesia,Amnesia,473,Mamoswine,Mamoswine,,,1,0
amnesia,Amnesia,Amnesia,514,Simisear,Simisear,,,1,0
amnesia,Amnesia,Amnesia,531,Audino,Audino,,,1,0
amnesia,Amnesia,Amnesia,569,Garbodor,Garbodor,,,1,0
amnesia,Amnesia,Amnesia,637,Volcarona,Volcarona,,,1,0
amnesia,Amnesia,Amnesia,685,Slurpuff,Slurpuff,,,1,0
amnesia,Amnesia,Amnesia,730,Primarina,Primarina,,,1,0
amnesia,Amnesia,Amnesia,740,Crabominable,Crabominable,,,1,0
amnesia,Amnesia,Amnesia,780,Drampa,Drampa,,,1,0
amnesia,Amnesia,Amnesia,842,Appletun,Appletun,,,1,0
amnesia,Amnesia,Amnesia,867,Runerigus,Runerigus,,,1,0
amnesia,Amnesia,Amnesia,981,Farigiraf,Farigiraf,,,1,0
amnesia,Amnesia,Amnesia,10165,Slowbro,Slowbro,Galarian Slowbro,Galarian Slowbro,1,0
amnesia,Amnesia,Amnesia,10172,Slowking,Slowking,Galarian Slowking,Galarian Slowking,1,0
ancient_power,Ancient Power,Poder Pasado,6,Charizard,Charizard,,,1,0
ancient_power,Ancient Power,Poder Pasado,121,Starmie,Starmie,,,1,0
ancient_power,Ancient Power,Poder Pasado,142,Aerodactyl,Aerodactyl,,,1,0
ancient_power,Ancient Power,Poder Pasado,154,Meganium,Meganium,,,1,1
ancient_power,Ancient Power,Poder Pasado,160,Feraligatr,Feraligatr,,,1,0
ancient_power,Ancient Power,Poder Pasado,208,Steelix,Steelix,,,1,0
ancient_power,Ancient Power,Poder Pasado,248,Tyranitar,Tyranitar,,,1,0
ancient_power,Ancient Power,Poder Pasado,306,Aggron,Aggron,,,1,0
ancient_power,Ancient Power,Poder Pasado,319,Sharpedo,Sharpedo,,,1,0
ancient_power,Ancient Power,Poder Pasado,323,Camerupt,Camerupt,,,1,1
ancient_power,Ancient Power,Poder Pasado,324,Torkoal,Torkoal,,,1,0
ancient_power,Ancient Power,Poder Pasado,409,Rampardos,Rampardos,,,1,0
ancient_power,Ancient Power,Poder Pasado,411,Bastiodon,Bastiodon,,,1,0
ancient_power,Ancient Power,Poder Pasado,473,Mamoswine,Mamoswine,,,1,0
ancient_power,Ancient Power,Poder Pasado,569,Garbodor,Garbodor,,,1,0
ancient_power,Ancient Power,Poder Pasado,697,Tyrantrum,Tyrantrum,,,1,0
ancient_power,Ancient Power,Poder Pasado,699,Aurorus,Aurorus,,,1,1
ancient_power,Ancient Power,Poder Pasado,900,Kleavor,Kleavor,,,1,0
ancient_power,Ancient Power,Poder Pasado,970,Glimmora,Glimmora,,,1,0
ancient_power,Ancient Power,Poder Pasado,10242,Goodra,Goodra,Hisuian Goodra,Hisuian Goodra,1,0
apple_acid,Apple Acid,Ácido Málico,842,Appletun,Appletun,,,1,1
aqua_cutter,Aqua Cutter,Aqua Cutter,475,Gallade,Gallade,,,1,0
aqua_cutter,Aqua Cutter,Aqua Cutter,503,Samurott,Samurott,,,1,0
aqua_cutter,Aqua Cutter,Aqua Cutter,914,Quaquaval,Quaquaval,,,1,0
aqua_cutter,Aqua Cutter,Aqua Cutter,10236,Samurott,Samurott,Hisuian Samurott,Hisuian Samurott,1,0
aqua_jet,Aqua Jet,Acua Jet,9,Blastoise,Blastoise,,,1,0
aqua_jet,Aqua Jet,Acua Jet,121,Starmie,Starmie,,,1,0
aqua_jet,Aqua Jet,Acua Jet,149,Dragonite,Dragonite,,,1,0
aqua_jet,Aqua Jet,Acua Jet,160,Feraligatr,Feraligatr,,,1,1
aqua_jet,Aqua Jet,Acua Jet,184,Azumarill,Azumarill,,,1,1
aqua_jet,Aqua Jet,Acua Jet,319,Sharpedo,Sharpedo,,,1,0
aqua_jet,Aqua Jet,Acua Jet,395,Empoleon,Empoleon,,,1,0
aqua_jet,Aqua Jet,Acua Jet,503,Samurott,Samurott,,,1,0
aqua_jet,Aqua Jet,Acua Jet,614,Beartic,Beartic,,,1,0
