pokemon_id,pokemon_name_en,pokemon_name_es,form_name_en,form_name_es,move_key,name_en,name_es,is_in_move_pool,is_observed_in_sets
3,Venusaur,Venusaur,,,petal_blizzard,Petal Blizzard,Tormenta Floral,1,0
3,Venusaur,Venusaur,,,petal_dance,Petal Dance,Danza Pétalo,1,0
3,Venusaur,Venusaur,,,poison_jab,Poison Jab,Puya Nociva,1,0
3,Venusaur,Venusaur,,,poison_powder,Poison Powder,Polvo Veneno,1,0
3,Venusaur,Venusaur,,,power_whip,Power Whip,Latigazo,1,0
3,Venusaur,Venusaur,,,protect,Protect,Protección,1,1
3,Venusaur,Venusaur,,,rest,Rest,Descanso,1,0
3,Venusaur,Venusaur,,,round,Round,Canon,1,0
3,Venusaur,Venusaur,,,scary_face,Scary Face,Cara Susto,1,0
3,Venusaur,Venusaur,,,seed_bomb,Seed Bomb,Bomba Germen,1,0
3,Venusaur,Venusaur,,,sleep_powder,Sleep Powder,Somnífero,1,1
3,Venusaur,Venusaur,,,sleep_talk,Sleep Talk,Sonámbulo,1,0
3,Venusaur,Venusaur,,,sludge_bomb,Sludge Bomb,Bomba Lodo,1,1
3,Venusaur,Venusaur,,,sludge_wave,Sludge Wave,Onda Tóxica,1,0
3,Venusaur,Venusaur,,,snore,Snore,Ronquido,1,0
3,Venusaur,Venusaur,,,solar_beam,Solar Beam,Rayo Solar,1,0
3,Venusaur,Venusaur,,,stomping_tantrum,Stomping Tantrum,Pataleta,1,0
3,Venusaur,Venusaur,,,substitute,Substitute,Sustituto,1,0
3,Venusaur,Venusaur,,,sunny_day,Sunny Day,Día Soleado,1,0
3,Venusaur,Venusaur,,,sweet_scent,Sweet Scent,Dulce Aroma,1,0
3,Venusaur,Venusaur,,,swords_dance,Swords Dance,Danza Espada,1,0
3,Venusaur,Venusaur,,,synthesis,Synthesis,Síntesis,1,0
3,Venusaur,Venusaur,,,terrain_pulse,Terrain Pulse,Pulso de Campo,1,0
3,Venusaur,Venusaur,,,toxic,Toxic,Tóxico,1,0
3,Venusaur,Venusaur,,,trailblaze,Trailblaze,Trailblaze,1,0
3,Venusaur,Venusaur,,,venoshock,Venoshock,Carga Tóxica,1,0
3,Venusaur,Venusaur,,,weather_ball,Weather Ball,Meteorobola,1,1
3,Venusaur,Venusaur,,,worry_seed,Worry Seed,Abatidoras,1,0
6,Charizard,Charizard,,,acrobatics,Acrobatics,Acróbata,1,0
6,Charizard,Charizard,,,aerial_ace,Aerial Ace,Golpe Aéreo,1,0
6,Charizard,Charizard,,,air_cutter,Air Cutter,Aire Afilado,1,0
6,Charizard,Charizard,,,air_slash,Air Slash,Tajo Aéreo,1,1
6,Charizard,Charizard,,,ancient_power,Ancient Power,Poder Pasado,1,0
6,Charizard,Charizard,,,beat_up,Beat Up,Paliza,1,0
6,Charizard,Charizard,,,belly_drum,Belly Drum,Tambor,1,0
6,Charizard,Charizard,,,bite,Bite,Mordisco,1,0
6,Charizard,Charizard,,,blast_burn,Blast Burn,Anillo Ígneo,1,0
6,Charizard,Charizard,,,body_slam,Body Slam,Golpe Cuerpo,1,0
6,Charizard,Charizard,,,breaking_swipe,Breaking Swipe,Vasto Impacto,1,0
6,Charizard,Charizard,,,brick_break,Brick Break,Demolición,1,0
6,Charizard,Charizard,,,brutal_swing,Brutal Swing,Giro Vil,1,0
6,Charizard,Charizard,,,bulldoze,Bulldoze,Terratemblor,1,0
6,Charizard,Charizard,,,counter,Counter,Contraataque,1,0
6,Charizard,Charizard,,,crunch,Crunch,Triturar,1,0
6,Charizard,Charizard,,,dig,Dig,Excavar,1,0
6,Charizard,Charizard,,,double_edge,Double-Edge,Doble Filo,1,0
6,Charizard,Charizard,,,dragon_cheer,Dragon Cheer,Bramido Dragón,1,0
6,Charizard,Charizard,,,dragon_claw,Dragon Claw,Garra Dragón,1,1
6,Charizard,Charizard,,,dragon_dance,Dragon Dance,Danza Dragón,1,0
6,Charizard,Charizard,,,dragon_pulse,Dragon Pulse,Pulso Dragón,1,0
6,Charizard,Charizard,,,dragon_rush,Dragon Rush,Carga Dragón,1,0
6,Charizard,Charizard,,,dragon_tail,Dragon Tail,Cola Dragón,1,0
6,Charizard,Charizard,,,earthquake,Earthquake,Terremoto,1,0
6,Charizard,Charizard,,,endure,Endure,Aguante,1,0
6,Charizard,Charizard,,,facade,Facade,Imagen,1,0
6,Charizard,Charizard,,,fire_blast,Fire Blast,Llamarada,1,0
6,Charizard,Charizard,,,fire_fang,Fire Fang,Colmillo Ígneo,1,0
6,Charizard,Charizard,,,fire_punch,Fire Punch,Puño Fuego,1,0
6,Charizard,Charizard,,,fire_spin,Fire Spin,Giro Fuego,1,0
6,Charizard,Charizard,,,flame_charge,Flame Charge,Nitrocarga,1,0
6,Charizard,Charizard,,,flamethrower,Flamethrower,Lanzallamas,1,0
6,Charizard,Charizard,,,flare_blitz,Flare Blitz,Envite Ígneo,1,1
6,Charizard,Charizard,,,fling,Fling,Lanzamiento,1,0
6,Charizard,Charizard,,,fly,Fly,Vuelo,1,0
6,Charizard,Charizard,,,focus_blast,Focus Blast,Onda Certera,1,1
6,Charizard,Charizard,,,focus_punch,Focus Punch,Puño Certero,1,0
6,Charizard,Charizard,,,giga_impact,Giga Impact,Gigaimpacto,1,0
6,Charizard,Charizard,,,heat_crash,Heat Crash,Golpe Calor,1,0
6,Charizard,Charizard,,,heat_wave,Heat Wave,Onda Ígnea,1,1
6,Charizard,Charizard,,,helping_hand,Helping Hand,Refuerzo,1,0
6,Charizard,Charizard,,,hurricane,Hurricane,Vendaval,1,0
6,Charizard,Charizard,,,hyper_beam,Hyper Beam,Hiperrayo,1,0
6,Charizard,Charizard,,,inferno,Inferno,Infierno,1,0
6,Charizard,Charizard,,,iron_tail,Iron Tail,Cola Férrea,1,0
6,Charizard,Charizard,,,mega_kick,Mega Kick,Megapatada,1,0
6,Charizard,Charizard,,,outrage,Outrage,Enfado,1,0
6,Charizard,Charizard,,,overheat,Overheat,Sofoco,1,1
6,Charizard,Charizard,,,protect,Protect,Protección,1,1
6,Charizard,Charizard,,,rest,Rest,Descanso,1,0
6,Charizard,Charizard,,,roar,Roar,Rugido,1,0
6,Charizard,Charizard,,,rock_slide,Rock Slide,Avalancha,1,0
6,Charizard,Charizard,,,rock_tomb,Rock Tomb,Tumba Rocas,1,0
6,Charizard,Charizard,,,roost,Roost,Respiro,1,1
6,Charizard,Charizard,,,round,Round,Canon,1,0
6,Charizard,Charizard,,,sandstorm,Sandstorm,Tormenta Arena,1,0
6,Charizard,Charizard,,,scale_shot,Scale Shot,Ráfaga Escamas,1,0
6,Charizard,Charizard,,,scary_face,Scary Face,Cara Susto,1,0
6,Charizard,Charizard,,,scorching_sands,Scorching Sands,Arenas Ardientes,1,0
6,Charizard,Charizard,,,shadow_claw,Shadow Claw,Garra Umbría,1,0
6,Charizard,Charizard,,,sleep_talk,Sleep Talk,Sonámbulo,1,0
6,Charizard,Charizard,,,snore,Snore,Ronquido,1,0
6,Charizard,Charizard,,,solar_beam,Solar Beam,Rayo Solar,1,1
6,Charizard,Charizard,,,steel_wing,Steel Wing,Ala de Acero,1,0
6,Charizard,Charizard,,,substitute,Substitute,Sustituto,1,0
6,Charizard,Charizard,,,sunny_day,Sunny Day,Día Soleado,1,0
6,Charizard,Charizard,,,swords_dance,Swords Dance,Danza Espada,1,0
6,Charizard,Charizard,,,temper_flare,Temper Flare,Cólera Ardiente,1,0
6,Charizard,Charizard,,,thunder_punch,Thunder Punch,Puño Trueno,1,1
6,Charizard,Charizard,,,weather_ball,Weather Ball,Meteorobola,1,0
6,Charizard,Charizard,,,will_o_wisp,Will-O-Wisp,Fuego Fatuo,1,0
9,Blastoise,Blastoise,,,aqua_jet,Aqua Jet,Acua Jet,1,0
9,Blastoise,Blastoise,,,aqua_ring,Aqua Ring,Acua Aro,1,0
9,Blastoise,Blastoise,,,aqua_tail,Aqua Tail,Acua Cola,1,0
9,Blastoise,Blastoise,,,aura_sphere,Aura Sphere,Esfera Aural,1,1
9,Blastoise,Blastoise,,,avalanche,Avalanche,Alud,1,0
9,Blastoise,Blastoise,,,bite,Bite,Mordisco,1,0
9,Blastoise,Blastoise,,,blizzard,Blizzard,Ventisca,1,0
9,Blastoise,Blastoise,,,body_press,Body Press,Plancha Corporal,1,0
9,Blastoise,Blastoise,,,body_slam,Body Slam,Golpe Cuerpo,1,0
9,Blastoise,Blastoise,,,brick_break,Brick Break,Demolición,1,0
9,Blastoise,Blastoise,,,bulldoze,Bulldoze,Terratemblor,1,0
9,Blastoise,Blastoise,,,chilling_water,Chilling Water,Chilling Water,1,0
9,Blastoise,Blastoise,,,crunch,Crunch,Triturar,1,0
9,Blastoise,Blastoise,,,dark_pulse,Dark Pulse,Pulso Umbrío,1,1
9,Blastoise,Blastoise,,,dig,Dig,Excavar,1,0
9,Blastoise,Blastoise,,,dive,Dive,Buceo,1,0
9,Blastoise,Blastoise,,,double_edge,Double-Edge,Doble Filo,1,0
9,Blastoise,Blastoise,,,dragon_pulse,Dragon Pulse,Pulso Dragón,1,0
9,Blastoise,Blastoise,,,earthquake,Earthquake,Terremoto,1,0
9,Blastoise,Blastoise,,,endure,Endure,Aguante,1,1
9,Blastoise,Blastoise,,,facade,Facade,Imagen,1,0
9,Blastoise,Blastoise,,,fake_out,Fake Out,Sorpresa,1,0
9,Blastoise,Blastoise,,,flail,Flail,Azote,1,0
9,Blastoise,Blastoise,,,flash_cannon,Flash Cannon,Foco Resplandor,1,0
9,Blastoise,Blastoise,,,fling,Fling,Lanzamiento,1,0
9,Blastoise,Blastoise,,,flip_turn,Flip Turn,Viraje,1,0
9,Blastoise,Blastoise,,,focus_blast,Focus Blast,Onda Certera,1,0
9,Blastoise,Blastoise,,,focus_punch,Focus Punch,Puño Certero,1,0
9,Blastoise,Blastoise,,,giga_impact,Giga Impact,Gigaimpacto,1,0
9,Blastoise,Blastoise,,,gyro_ball,Gyro Ball,Giro Bola,1,0
9,Blastoise,Blastoise,,,haze,Haze,Niebla,1,0
9,Blastoise,Blastoise,,,helping_hand,Helping Hand,Refuerzo,1,0
9,Blastoise,Blastoise,,,hydro_cannon,Hydro Cannon,Hidrocañón,1,0
9,Blastoise,Blastoise,,,hydro_pump,Hydro Pump,Hidrobomba,1,1
9,Blastoise,Blastoise,,,hyper_beam,Hyper Beam,Hiperrayo,1,0
9,Blastoise,Blastoise,,,ice_beam,Ice Beam,Rayo Hielo,1,1
9,Blastoise,Blastoise,,,ice_punch,Ice Punch,Puño Hielo,1,0
9,Blastoise,Blastoise,,,ice_spinner,Ice Spinner,Ice Spinner,1,0
9,Blastoise,Blastoise,,,iron_defense,Iron Defense,Defensa Férrea,1,0
9,Blastoise,Blastoise,,,iron_head,Iron Head,Cabeza de Hierro,1,0
9,Blastoise,Blastoise,,,iron_tail,Iron Tail,Cola Férrea,1,0
9,Blastoise,Blastoise,,,life_dew,Life Dew,Gota Vital,1,0
9,Blastoise,Blastoise,,,liquidation,Liquidation,Hidroariete,1,0
9,Blastoise,Blastoise,,,mega_kick,Mega Kick,Megapatada,1,0
9,Blastoise,Blastoise,,,mirror_coat,Mirror Coat,Manto Espejo,1,0
9,Blastoise,Blastoise,,,mud_shot,Mud Shot,Disparo Lodo,1,0
9,Blastoise,Blastoise,,,muddy_water,Muddy Water,Agua Lodosa,1,0
9,Blastoise,Blastoise,,,outrage,Outrage,Enfado,1,0
9,Blastoise,Blastoise,,,protect,Protect,Protección,1,1
9,Blastoise,Blastoise,,,rain_dance,Rain Dance,Danza Lluvia,1,0
9,Blastoise,Blastoise,,,rapid_spin,Rapid Spin,Giro Rápido,1,0
9,Blastoise,Blastoise,,,rest,Rest,Descanso,1,0
9,Blastoise,Blastoise,,,roar,Roar,Rugido,1,0
9,Blastoise,Blastoise,,,rock_slide,Rock Slide,Avalancha,1,0
9,Blastoise,Blastoise,,,rock_tomb,Rock Tomb,Tumba Rocas,1,0
9,Blastoise,Blastoise,,,round,Round,Canon,1,0
9,Blastoise,Blastoise,,,scary_face,Scary Face,Cara Susto,1,0
9,Blastoise,Blastoise,,,shell_smash,Shell Smash,Rompecoraza,1,1
9,Blastoise,Blastoise,,,sleep_talk,Sleep Talk,Sonámbulo,1,0
9,Blastoise,Blastoise,,,smack_down,Smack Down,Antiaéreo,1,0
9,Blastoise,Blastoise,,,snore,Snore,Ronquido,1,0
9,Blastoise,Blastoise,,,substitute,Substitute,Sustituto,1,0
9,Blastoise,Blastoise,,,surf,Surf,Surf,1,1
9,Blastoise,Blastoise,,,terrain_pulse,Terrain Pulse,Pulso de Campo,1,0
9,Blastoise,Blastoise,,,water_pulse,Water Pulse,Hidropulso,1,1
9,Blastoise,Blastoise,,,water_spout,Water Spout,Salpicar,1,0
9,Blastoise,Blastoise,,,waterfall,Waterfall,Cascada,1,0
9,Blastoise,Blastoise,,,wave_crash,Wave Crash,Wave Crash,1,0
9,Blastoise,Blastoise,,,weather_ball,Weather Ball,Meteorobola,1,0
9,Blastoise,Blastoise,,,whirlpool,Whirlpool,Torbellino,1,0
9,Blastoise,Blastoise,,,yawn,Yawn,Bostezo,1,0
9,Blastoise,Blastoise,,,zen_headbutt,Zen Headbutt,Cabezazo Zen,1,0
15,Beedrill,Beedrill,,,acrobatics,Acrobatics,Acróbata,1,0
15,Beedrill,Beedrill,,,aerial_ace,Aerial Ace,Golpe Aéreo,1,0
15,Beedrill,Beedrill,,,agility,Agility,Agilidad,1,0
15,Beedrill,Beedrill,,,air_cutter,Air Cutter,Aire Afilado,1,0
15,Beedrill,Beedrill,,,assurance,Assurance,Buena Baza,1,0
15,Beedrill,Beedrill,,,attract,Attract,Atracción,1,0
15,Beedrill,Beedrill,,,baton_pass,Baton Pass,Relevo,1,0
15,Beedrill,Beedrill,,,brick_break,Brick Break,Demolición,1,0
15,Beedrill,Beedrill,,,brutal_swing,Brutal Swing,Giro Vil,1,0
15,Beedrill,Beedrill,,,bug_bite,Bug Bite,Picadura,1,0
15,Beedrill,Beedrill,,,bug_buzz,Bug Buzz,Zumbido,1,0
15,Beedrill,Beedrill,,,cross_poison,Cross Poison,Veneno X,1,0
15,Beedrill,Beedrill,,,double_edge,Double-Edge,Doble Filo,1,0
15,Beedrill,Beedrill,,,double_hit,Double Hit,Doble Golpe,1,0
15,Beedrill,Beedrill,,,drill_run,Drill Run,Taladradora,1,1
15,Beedrill,Beedrill,,,dual_wingbeat,Dual Wingbeat,Ala Bis,1,0
15,Beedrill,Beedrill,,,electroweb,Electroweb,Electrotela,1,0
15,Beedrill,Beedrill,,,endeavor,Endeavor,Esfuerzo,1,0
15,Beedrill,Beedrill,,,endure,Endure,Aguante,1,0
15,Beedrill,Beedrill,,,facade,Facade,Imagen,1,0
15,Beedrill,Beedrill,,,fell_stinger,Fell Stinger,Aguijón Letal,1,1
15,Beedrill,Beedrill,,,focus_energy,Focus Energy,Foco Energía,1,0
15,Beedrill,Beedrill,,,giga_drain,Giga Drain,Gigadrenado,1,0
15,Beedrill,Beedrill,,,giga_impact,Giga Impact,Gigaimpacto,1,0
15,Beedrill,Beedrill,,,hyper_beam,Hyper Beam,Hiperrayo,1,0
15,Beedrill,Beedrill,,,iron_defense,Iron Defense,Defensa Férrea,1,0
15,Beedrill,Beedrill,,,knock_off,Knock Off,Desarme,1,0
15,Beedrill,Beedrill,,,lunge,Lunge,Plancha,1,0
15,Beedrill,Beedrill,,,payback,Payback,Vendetta,1,0
15,Beedrill,Beedrill,,,pin_missile,Pin Missile,Pin Misil,1,0
15,Beedrill,Beedrill,,,poison_jab,Poison Jab,Puya Nociva,1,1
15,Beedrill,Beedrill,,,pollen_puff,Pollen Puff,Bola de Polen,1,0
15,Beedrill,Beedrill,,,pounce,Pounce,Pounce,1,0
15,Beedrill,Beedrill,,,protect,Protect,Protección,1,1
15,Beedrill,Beedrill,,,rest,Rest,Descanso,1,0
15,Beedrill,Beedrill,,,round,Round,Canon,1,0
15,Beedrill,Beedrill,,,screech,Screech,Chirrido,1,0
15,Beedrill,Beedrill,,,skitter_smack,Skitter Smack,Golpe Rastrero,1,0
15,Beedrill,Beedrill,,,sleep_talk,Sleep Talk,Sonámbulo,1,0
15,Beedrill,Beedrill,,,sludge_bomb,Sludge Bomb,Bomba Lodo,1,0
15,Beedrill,Beedrill,,,snore,Snore,Ronquido,1,0
15,Beedrill,Beedrill,,,solar_beam,Solar Beam,Rayo Solar,1,0
15,Beedrill,Beedrill,,,string_shot,String Shot,Disparo Demora,1,0
15,Beedrill,Beedrill,,,substitute,Substitute,Sustituto,1,0
15,Beedrill,Beedrill,,,sunny_day,Sunny Day,Día Soleado,1,0
15,Beedrill,Beedrill,,,swords_dance,Swords Dance,Danza Espada,1,1
15,Beedrill,Beedrill,,,thief,Thief,Ladrón,1,0
15,Beedrill,Beedrill,,,throat_chop,Throat Chop,Golpe Mordaza,1,0
15,Beedrill,Beedrill,,,toxic,Toxic,Tóxico,1,0
15,Beedrill,Beedrill,,,toxic_spikes,Toxic Spikes,Púas Tóxicas,1,0
15,Beedrill,Beedrill,,,u_turn,U-turn,Ida y Vuelta,1,1
15,Beedrill,Beedrill,,,venoshock,Venoshock,Carga Tóxica,1,0
15,Beedrill,Beedrill,,,x_scissor,X-Scissor,Tijera X,1,1
18,Pidgeot,Pidgeot,,,aerial_ace,Aerial Ace,Golpe Aéreo,1,0
18,Pidgeot,Pidgeot,,,agility,Agility,Agilidad,1,0
18,Pidgeot,Pidgeot,,,air_slash,Air Slash,Tajo Aéreo,1,1
18,Pidgeot,Pidgeot,,,attract,Attract,Atracción,1,0
18,Pidgeot,Pidgeot,,,brave_bird,Brave Bird,Pájaro Osado,1,0
18,Pidgeot,Pidgeot,,,dual_wingbeat,Dual Wingbeat,Ala Bis,1,0
18,Pidgeot,Pidgeot,,,endure,Endure,Aguante,1,0
18,Pidgeot,Pidgeot,,,facade,Facade,Imagen,1,0
18,Pidgeot,Pidgeot,,,feather_dance,Feather Dance,Danza Pluma,1,0
18,Pidgeot,Pidgeot,,,fly,Fly,Vuelo,1,0
18,Pidgeot,Pidgeot,,,giga_impact,Giga Impact,Gigaimpacto,1,0
18,Pidgeot,Pidgeot,,,heat_wave,Heat Wave,Onda Ígnea,1,1
18,Pidgeot,Pidgeot,,,hurricane,Hurricane,Vendaval,1,1
18,Pidgeot,Pidgeot,,,hyper_beam,Hyper Beam,Hiperrayo,1,0
18,Pidgeot,Pidgeot,,,protect,Protect,Protección,1,1
18,Pidgeot,Pidgeot,,,quick_attack,Quick Attack,Ataque Rápido,1,0
18,Pidgeot,Pidgeot,,,rain_dance,Rain Dance,Danza Lluvia,1,0
18,Pidgeot,Pidgeot,,,rest,Rest,Descanso,1,0
18,Pidgeot,Pidgeot,,,roost,Roost,Respiro,1,0
18,Pidgeot,Pidgeot,,,round,Round,Canon,1,0
18,Pidgeot,Pidgeot,,,sky_attack,Sky Attack,Ataque Aéreo,1,0
18,Pidgeot,Pidgeot,,,sleep_talk,Sleep Talk,Sonámbulo,1,0
18,Pidgeot,Pidgeot,,,snore,Snore,Ronquido,1,0
18,Pidgeot,Pidgeot,,,steel_wing,Steel Wing,Ala de Acero,1,0
18,Pidgeot,Pidgeot,,,substitute,Substitute,Sustituto,1,0
18,Pidgeot,Pidgeot,,,sunny_day,Sunny Day,Día Soleado,1,0
18,Pidgeot,Pidgeot,,,tailwind,Tailwind,Viento Afín,1,1
18,Pidgeot,Pidgeot,,,thief,Thief,Ladrón,1,0
18,Pidgeot,Pidgeot,,,u_turn,U-turn,Ida y Vuelta,1,1
18,Pidgeot,Pidgeot,,,uproar,Uproar,Alboroto,1,0
18,Pidgeot,Pidgeot,,,whirlwind,Whirlwind,Remolino,1,0
24,Arbok,Arbok,,,acid_spray,Acid Spray,Bomba Ácida,1,0
24,Arbok,Arbok,,,beat_up,Beat Up,Paliza,1,0
24,Arbok,Arbok,,,belch,Belch,Eructo,1,0
24,Arbok,Arbok,,,bite,Bite,Mordisco,1,0
24,Arbok,Arbok,,,body_slam,Body Slam,Golpe Cuerpo,1,0
24,Arbok,Arbok,,,breaking_swipe,Breaking Swipe,Vasto Impacto,1,0
24,Arbok,Arbok,,,brutal_swing,Brutal Swing,Giro Vil,1,0
24,Arbok,Arbok,,,bulldoze,Bulldoze,Terratemblor,1,0
24,Arbok,Arbok,,,coil,Coil,Enrosque,1,1
24,Arbok,Arbok,,,crunch,Crunch,Triturar,1,0
24,Arbok,Arbok,,,dark_pulse,Dark Pulse,Pulso Umbrío,1,0
24,Arbok,Arbok,,,dig,Dig,Excavar,1,0
24,Arbok,Arbok,,,double_edge,Double-Edge,Doble Filo,1,0
24,Arbok,Arbok,,,dragon_tail,Dragon Tail,Cola Dragón,1,0
24,Arbok,Arbok,,,earthquake,Earthquake,Terremoto,1,1
24,Arbok,Arbok,,,endure,Endure,Aguante,1,0
24,Arbok,Arbok,,,facade,Facade,Imagen,1,0
24,Arbok,Arbok,,,fire_fang,Fire Fang,Colmillo Ígneo,1,0
24,Arbok,Arbok,,,gastro_acid,Gastro Acid,Bilis,1,0
24,Arbok,Arbok,,,giga_drain,Giga Drain,Gigadrenado,1,0
24,Arbok,Arbok,,,giga_impact,Giga Impact,Gigaimpacto,1,0
24,Arbok,Arbok,,,glare,Glare,Deslumbrar,1,1
24,Arbok,Arbok,,,gunk_shot,Gunk Shot,Lanzamugre,1,1
24,Arbok,Arbok,,,haze,Haze,Niebla,1,0
24,Arbok,Arbok,,,hyper_beam,Hyper Beam,Hiperrayo,1,0
24,Arbok,Arbok,,,ice_fang,Ice Fang,Colmillo Hielo,1,0
24,Arbok,Arbok,,,iron_tail,Iron Tail,Cola Férrea,1,0
24,Arbok,Arbok,,,knock_off,Knock Off,Desarme,1,0
24,Arbok,Arbok,,,lash_out,Lash Out,Desahogo,1,0
24,Arbok,Arbok,,,leech_life,Leech Life,Chupavidas,1,0
24,Arbok,Arbok,,,mud_shot,Mud Shot,Disparo Lodo,1,0
24,Arbok,Arbok,,,mud_slap,Mud-Slap,Bofetón Lodo,1,0
24,Arbok,Arbok,,,pain_split,Pain Split,Divide Dolor,1,0
24,Arbok,Arbok,,,payback,Payback,Vendetta,1,0
24,Arbok,Arbok,,,poison_fang,Poison Fang,Colmillo Veneno,1,0
24,Arbok,Arbok,,,poison_jab,Poison Jab,Puya Nociva,1,1
24,Arbok,Arbok,,,protect,Protect,Protección,1,1
24,Arbok,Arbok,,,psychic_fangs,Psychic Fangs,Psicocolmillo,1,0
24,Arbok,Arbok,,,rain_dance,Rain Dance,Danza Lluvia,1,0
24,Arbok,Arbok,,,rest,Rest,Descanso,1,0
24,Arbok,Arbok,,,rock_slide,Rock Slide,Avalancha,1,0
24,Arbok,Arbok,,,rock_tomb,Rock Tomb,Tumba Rocas,1,0
24,Arbok,Arbok,,,round,Round,Canon,1,0
24,Arbok,Arbok,,,scale_shot,Scale Shot,Ráfaga Escamas,1,0
24,Arbok,Arbok,,,scary_face,Scary Face,Cara Susto,1,0
24,Arbok,Arbok,,,screech,Screech,Chirrido,1,0
24,Arbok,Arbok,,,seed_bomb,Seed Bomb,Bomba Germen,1,0
24,Arbok,Arbok,,,skitter_smack,Skitter Smack,Golpe Rastrero,1,0
24,Arbok,Arbok,,,sleep_talk,Sleep Talk,Sonámbulo,1,0
24,Arbok,Arbok,,,sludge_bomb,Sludge Bomb,Bomba Lodo,1,0
24,Arbok,Arbok,,,sludge_wave,Sludge Wave,Onda Tóxica,1,0
24,Arbok,Arbok,,,snarl,Snarl,Alarido,1,0
24,Arbok,Arbok,,,snore,Snore,Ronquido,1,0
24,Arbok,Arbok,,,spit_up,Spit Up,Escupir,1,0
24,Arbok,Arbok,,,spite,Spite,Rencor,1,0
24,Arbok,Arbok,,,stockpile,Stockpile,Reserva,1,0
24,Arbok,Arbok,,,stomping_tantrum,Stomping Tantrum,Pataleta,1,0
24,Arbok,Arbok,,,substitute,Substitute,Sustituto,1,0
24,Arbok,Arbok,,,sucker_punch,Sucker Punch,Golpe Bajo,1,1
24,Arbok,Arbok,,,sunny_day,Sunny Day,Día Soleado,1,0
24,Arbok,Arbok,,,swallow,Swallow,Tragar,1,0
24,Arbok,Arbok,,,switcheroo,Switcheroo,Trapicheo,1,0
24,Arbok,Arbok,,,thief,Thief,Ladrón,1,0
24,Arbok,Arbok,,,throat_chop,Throat Chop,Golpe Mordaza,1,0
24,Arbok,Arbok,,,thunder_fang,Thunder Fang,Colmillo Rayo,1,0
24,Arbok,Arbok,,,toxic,Toxic,Tóxico,1,0
24,Arbok,Arbok,,,toxic_spikes,Toxic Spikes,Púas Tóxicas,1,0
24,Arbok,Arbok,,,trailblaze,Trailblaze,Trailblaze,1,0
24,Arbok,Arbok,,,venoshock,Venoshock,Carga Tóxica,1,0
24,Arbok,Arbok,,,wrap,Wrap,Constricción,1,0
25,Pikachu,Pikachu,,,agility,Agility,Agilidad,1,0
25,Pikachu,Pikachu,,,alluring_voice,Alluring Voice,Canto Encantador,1,0
25,Pikachu,Pikachu,,,body_slam,Body Slam,Golpe Cuerpo,1,0
25,Pikachu,Pikachu,,,brick_break,Brick Break,Demolición,1,0
25,Pikachu,Pikachu,,,charge,Charge,Carga,1,0
25,Pikachu,Pikachu,,,charge_beam,Charge Beam,Rayo Carga,1,0
25,Pikachu,Pikachu,,,charm,Charm,Encanto,1,0
25,Pikachu,Pikachu,,,dig,Dig,Excavar,1,0
25,Pikachu,Pikachu,,,discharge,Discharge,Chispazo,1,0
